accX,accY,accZ
19,39,250
20,38,253
19,37,254
20,38,252
19,39,253
19,39,253
20,36,256
19,38,254
18,38,252
21,39,248
19,40,251
18,39,253
19,41,250
21,39,250
20,40,250
18,40,250
19,39,253
21,40,252
22,38,252
19,39,250
20,39,249
20,41,247
19,40,249
19,37,253
19,40,250
19,38,255
20,40,252
19,39,252
19,41,249
19,39,251
21,39,248
18,41,250
20,38,252
20,39,252
19,39,253
19,41,250
18,40,252
20,39,253
20,37,253
20,38,251
19,40,250
21,38,253
19,38,252
18,38,255
20,39,250
19,39,252
20,39,249
21,38,252
19,40,252
20,39,250
19,38,253
20,39,251
21,40,249
20,40,249
20,39,253
20,39,251
21,38,252
21,39,251
19,39,254
20,40,250
20,39,252
20,39,253
19,41,247
18,39,250
20,40,251
20,39,250
19,39,252
19,39,251
19,39,250
20,40,251
19,41,250
17,39,250
19,40,250
18,39,253
21,41,249
18,39,250
20,38,254
19,40,251
21,37,254
22,38,253
21,39,253
19,40,250
19,39,252
20,40,250
20,39,252
20,40,252
20,40,248
19,38,254
19,39,253
18,37,253
19,40,251
19,38,253
19,40,250
19,39,249
19,39,252
18,38,251
21,38,252
21,39,250
20,38,252
21,40,250
19,40,249
19,38,255
20,38,251
20,40,251
20,39,253
19,40,247
19,40,251
20,41,248
19,40,248
19,40,248
20,40,248
19,40,250
20,40,251
20,40,250
21,39,249
20,37,253
20,40,250
19,39,252
20,39,252
22,39,251
21,37,256
20,39,252
18,39,253
17,39,253
19,40,250
20,39,251
19,40,250
20,37,255
19,39,251
19,38,253
21,39,252
20,39,250
21,39,252
20,40,252
21,38,252
19,38,252
21,38,250
20,39,251
20,39,252
19,39,253
22,40,250
19,39,250
20,39,251
20,40,250
20,41,248
20,40,248
22,41,248
20,38,251
21,38,251
22,39,250
20,39,252
20,39,250
19,37,255
18,38,252
19,39,251
21,41,250
20,39,252
18,39,250
18,38,253
20,39,252
21,40,251
19,38,253
21,38,253
19,39,250
19,39,253
19,39,251
17,39,253
20,37,253
20,38,253
19,40,252
18,38,253
19,38,253
21,40,251
20,40,251
20,38,250
19,39,253
19,40,250
21,39,249
19,39,249
20,39,253
19,38,253
20,37,252
18,39,252
19,39,252
19,40,249
19,40,249
19,37,254
19,36,256
21,40,250
19,37,253
21,40,248
18,39,252
19,38,252
19,40,252
18,39,249
19,38,252
20,40,250
19,39,251
19,40,251
19,39,251
19,37,252
21,38,252
20,39,252
19,38,254
20,39,253
19,40,252
20,37,254
19,40,252
19,40,251
20,37,253
20,40,249
20,41,250
18,39,254
19,39,252
19,42,249
20,39,252
18,40,252
20,39,252
19,40,249
19,40,249
19,41,249
18,40,249
18,39,251
19,40,250
20,38,254
21,38,251
22,40,248
21,39,251
19,40,251
21,39,249
18,40,251
19,39,249
21,39,252
21,37,251
20,40,251
19,39,251
20,39,252
18,40,251
21,39,249
20,39,250
20,40,250
19,36,255
21,39,253
19,40,250
19,39,253
20,42,248
20,37,254
19,40,252
19,37,255
21,40,250
19,38,255
19,39,253
19,39,255
19,39,253
21,38,253
20,39,252
18,39,254
20,37,251
19,40,249
18,37,256
20,40,252
18,40,250
18,40,252
22,38,252
19,40,249
20,38,251
22,39,251
21,38,251
21,39,249
20,39,252
21,39,252
18,38,253
21,38,252
21,40,250
18,38,254
19,40,252
20,41,250
20,41,249
19,40,250
19,40,250
