accX,accY,accZ
16,31,252
18,31,251
16,31,252
15,32,250
17,29,253
15,32,250
17,32,250
17,32,249
15,32,252
17,32,250
16,33,250
17,31,250
17,33,249
16,32,251
15,33,250
16,32,251
17,29,253
16,31,250
16,32,251
17,31,252
16,31,252
18,32,251
17,30,255
17,33,247
17,32,251
15,32,251
17,32,253
18,30,252
16,31,252
17,32,251
17,32,251
17,33,250
16,31,251
18,32,252
17,32,252
18,32,253
17,31,250
18,32,251
16,31,253
17,31,252
16,31,255
17,31,253
17,31,252
16,31,251
19,31,252
18,32,248
16,32,250
16,31,252
17,32,250
16,32,250
17,31,249
16,32,251
16,32,250
16,31,252
16,31,252
14,31,251
17,31,252
18,31,249
17,31,253
15,32,249
16,30,254
18,31,252
17,30,253
17,31,253
17,31,251
18,31,253
17,30,254
17,33,249
17,31,252
18,32,252
15,32,253
17,31,251
17,32,250
15,31,253
18,31,252
17,31,251
18,32,250
17,31,251
17,32,251
18,31,252
17,32,250
16,30,254
17,31,252
16,31,252
15,33,250
17,30,250
16,33,249
18,31,253
17,31,249
16,30,250
16,32,251
18,31,253
18,32,253
16,32,252
16,31,251
16,32,250
17,30,251
17,31,252
16,31,253
16,34,251
18,31,249
17,31,253
18,31,252
18,31,250
17,33,249
17,31,251
17,32,251
18,32,252
16,30,252
16,32,252
17,31,252
16,32,251
17,31,251
17,31,251
17,31,251
17,32,251
17,33,251
17,31,250
18,31,251
17,32,250
15,30,253
17,33,249
17,31,252
18,31,251
17,32,249
17,32,252
16,32,253
16,31,252
16,30,251
17,31,253
16,32,250
16,31,250
17,31,250
16,32,251
16,33,250
18,31,251
17,31,251
18,32,251
16,32,250
16,30,254
16,33,250
18,32,249
18,32,252
17,33,249
17,31,252
17,32,250
16,30,250
17,30,253
17,32,250
17,33,250
18,32,252
17,32,252
16,32,250
16,32,250
16,33,250
17,31,252
17,33,249
16,31,253
17,32,251
18,32,251
16,31,253
16,31,253
16,32,252
16,31,251
17,31,252
15,31,256
17,30,253
15,29,256
18,30,252
16,30,253
17,31,250
17,33,250
16,31,252
17,32,250
16,32,254
18,32,252
17,30,252
16,31,252
18,31,253
17,31,251
15,33,251
15,34,246
17,30,253
16,33,251
16,32,251
16,31,252
17,31,254
17,32,251
16,31,252
18,32,251
17,33,251
17,32,249
17,32,250
19,32,251
17,31,250
19,30,253
15,31,252
16,32,250
16,31,253
17,30,256
18,31,250
16,32,251
17,31,251
16,32,253
18,31,252
17,31,253
17,30,252
16,31,252
15,32,249
17,30,253
18,32,252
17,31,254
16,32,251
18,31,251
16,31,255
16,33,250
15,32,252
18,31,252
16,31,254
15,32,250
17,31,253
18,31,251
15,30,252
17,31,252
17,30,253
16,31,251
15,31,253
16,32,251
16,30,252
18,32,249
17,32,252
15,33,251
17,31,252
18,32,251
17,30,255
16,31,252
17,32,249
17,32,249
16,32,248
17,31,252
16,31,251
18,30,251
17,32,250
17,32,248
18,32,252
15,31,251
16,33,252
17,30,251
18,32,252
16,31,252
17,31,249
16,32,253
17,31,253
16,32,251
16,32,253
17,31,252
17,31,253
16,33,251
17,31,254
16,32,248
17,32,250
17,31,251
16,29,253
17,31,251
17,31,252
16,31,251
17,31,254
17,31,251
16,31,251
17,31,253
16,31,253
16,32,250
15,31,250
17,30,255
18,30,252
16,32,248
18,32,251
17,31,251
17,31,251
17,32,251
15,31,253
17,32,250
16,33,252
17,31,250
16,32,252
16,31,251
18,29,253
17,31,250
16,32,250
17,31,251
17,32,252
15,33,252
16,31,253
17,33,249
17,31,252
17,31,252
16,32,249
17,31,251
16,32,252
17,32,252
16,32,249
15,31,251
15,32,250
16,32,251
15,32,251
17,31,250
15,30,252
17,30,252
19,31,253
15,33,250
17,31,254
17,31,251
17,31,250
19,33,249
16,31,252
16,29,255
17,32,252
16,32,252
19,31,250
18,31,251
17,31,250
17,32,250
17,32,252
17,31,253
16,32,251
15,32,250
16,31,254
16,31,252
16,33,251
16,32,251
16,32,252
17,32,251
17,32,250
16,30,253
16,29,253
17,31,254
16,33,251
16,33,249
17,32,249
17,31,251
17,34,247
17,30,252
15,31,253
16,32,253
18,32,251
16,32,248
16,31,253
17,31,252
16,33,248
16,33,249
15,33,251
18,33,248
14,32,253
16,33,253
16,32,251
15,33,250
16,31,252
17,33,250
18,31,250
16,31,251
17,33,251
17,31,251
17,32,249
17,31,250
19,32,252
17,31,252
17,31,253
16,33,252
16,31,252
17,34,247
16,30,253
18,31,251
16,32,251
17,31,252
16,33,248
18,33,251
18,30,252
17,31,251
16,31,251
17,32,252
16,31,252
17,32,250
16,31,252
17,32,252
16,30,252
18,31,251
15,30,253
16,31,254
17,31,252
17,30,252
17,32,251
19,32,250
16,31,254
18,31,251
16,31,252
17,31,252
17,31,250
17,31,251
16,33,252
17,31,253
15,32,254
16,32,250
17,32,251
16,31,253
18,32,252
17,32,251
18,30,251
18,31,252
17,32,252
17,32,252
16,30,252
16,31,252
16,31,252
16,31,251
16,32,251
17,33,248
15,31,252
16,31,250
17,32,251
16,33,249
16,31,251
17,32,248
18,30,253
16,32,251
17,30,253
16,32,250
17,32,250
17,33,248
