accX,accY,accZ
17,30,252
17,30,253
17,31,251
17,31,251
18,31,252
16,31,251
16,32,250
17,31,252
19,32,246
17,31,250
18,32,251
17,33,247
16,33,251
17,32,253
16,30,252
14,31,253
17,33,252
16,31,252
16,32,251
18,31,250
18,33,249
16,32,249
16,31,252
18,30,254
18,32,250
18,31,251
17,33,252
16,29,253
16,32,250
17,31,255
15,31,252
17,33,250
16,30,252
16,32,251
17,31,256
19,32,251
18,31,252
16,31,251
17,32,249
16,30,253
17,31,250
18,32,252
16,32,250
15,31,253
16,31,251
17,33,251
17,31,249
18,31,250
17,31,252
16,32,252
16,32,251
17,30,252
18,32,250
17,32,249
16,32,251
16,32,252
16,31,252
17,33,250
17,31,251
17,30,251
19,30,252
17,32,250
18,32,250
16,32,251
17,32,250
17,32,253
16,31,252
17,32,253
16,31,251
17,31,252
16,32,249
17,32,251
17,33,252
16,31,254
17,31,253
16,31,253
14,32,252
17,32,251
16,32,251
17,32,248
18,31,250
15,30,253
17,31,253
18,31,253
16,30,252
16,33,250
16,30,254
17,32,251
17,31,252
16,32,249
17,32,250
15,30,253
17,31,252
17,31,251
15,31,254
16,29,253
17,30,252
17,31,251
16,30,254
16,32,251
17,32,251
17,33,249
17,31,254
17,32,251
17,31,253
16,32,253
16,34,250
17,31,250
17,31,251
17,32,253
15,32,250
16,32,251
18,32,251
16,31,252
16,31,253
14,32,253
17,31,254
18,33,249
16,31,252
18,30,253
18,31,253
16,31,248
18,31,251
17,31,251
17,30,254
16,31,253
17,31,250
17,32,251
18,34,249
16,31,254
17,33,252
18,32,247
17,31,252
17,32,252
18,30,252
16,32,251
16,32,249
17,31,252
18,32,252
15,33,250
19,33,251
17,33,249
16,32,251
16,31,252
16,30,254
18,30,254
17,32,250
17,32,251
16,32,251
16,31,250
18,30,252
17,31,252
16,30,253
17,32,249
17,32,251
15,32,252
19,30,251
16,31,253
17,32,252
16,32,251
15,31,252
16,32,251
17,32,251
16,32,251
16,33,249
18,31,251
16,32,250
17,30,254
18,32,252
15,32,250
17,32,252
16,31,253
17,31,253
17,31,253
17,32,250
15,30,254
17,32,249
17,33,249
17,32,251
17,32,251
16,32,247
17,33,251
20,30,253
17,32,251
16,32,253
17,30,252
15,33,251
17,33,248
16,31,251
17,31,253
16,31,254
18,31,253
16,32,250
16,31,251
16,33,250
16,32,251
17,30,252
17,32,249
16,31,251
16,31,251
17,32,250
18,30,251
16,33,247
16,31,250
18,31,251
15,31,251
18,31,252
17,31,250
17,31,250
15,33,252
16,31,250
17,32,251
17,31,252
17,31,252
17,31,253
18,30,254
17,31,251
17,30,253
17,31,252
17,31,252
17,32,249
15,30,253
18,31,253
16,32,251
17,31,252
18,31,250
15,33,252
17,31,252
18,32,251
15,31,252
16,31,251
17,30,253
16,31,250
16,30,254
17,31,251
16,32,251
17,32,251
17,32,249
17,32,249
18,31,253
17,30,254
18,31,252
17,32,252
16,32,250
15,31,250
16,30,254
17,32,251
17,31,252
16,32,250
16,33,250
17,33,251
18,31,251
15,33,251
17,33,248
17,32,251
17,29,256
16,32,253
16,30,252
16,32,251
17,32,251
16,34,249
17,32,251
17,32,247
17,32,253
16,31,252
18,31,251
16,32,251
17,31,251
17,31,254
17,30,251
16,32,253
17,31,250
15,31,252
16,31,251
17,30,252
17,32,249
16,32,251
17,30,254
16,33,249
18,32,251
17,31,252
17,32,251
15,33,248
16,33,249
15,30,254
18,31,251
16,30,255
15,33,251
16,32,249
17,34,248
17,32,250
18,33,251
16,30,254
18,31,251
17,32,252
16,32,252
16,31,252
15,33,249
16,30,251
16,32,251
17,31,253
18,32,248
16,33,249
15,30,255
18,31,252
16,30,254
15,31,250
16,32,250
15,31,253
17,34,248
17,32,248
16,31,252
18,31,251
16,30,253
17,30,252
16,30,252
18,31,252
17,33,251
17,31,251
16,31,253
17,34,249
18,31,253
18,29,255
19,32,251
19,32,249
18,32,249
17,31,252
19,31,253
16,30,256
15,32,250
16,32,250
15,32,249
15,33,250
17,32,251
16,33,248
17,30,255
17,31,248
17,30,252
17,30,252
15,31,250
19,33,246
17,32,249
20,32,247
16,31,254
17,31,250
17,32,251
15,30,252
16,33,250
18,30,253
17,32,248
18,29,253
18,32,250
18,31,253
15,32,249
17,32,253
17,30,252
18,31,253
17,29,257
17,29,254
17,31,253
17,32,253
16,31,251
16,31,251
18,31,250
14,32,252
15,34,248
15,35,248
17,33,248
16,30,253
18,33,249
14,33,252
16,32,250
15,31,252
19,33,247
15,31,252
17,31,250
15,31,253
17,31,253
17,29,255
15,34,247
18,32,250
15,31,251
16,30,253
18,32,250
17,33,249
16,31,252
18,33,249
16,32,248
17,33,247
16,30,254
17,32,250
18,32,249
16,30,254
16,30,251
17,31,253
16,33,250
16,33,251
17,31,251
15,30,254
16,32,253
17,31,253
17,32,250
15,33,250
18,30,251
16,34,246
14,31,254
16,31,254
15,32,250
18,30,256
17,32,250
16,31,252
15,33,250
15,32,251
16,33,251
15,31,252
17,33,248
15,31,252
15,33,250
17,33,249
16,31,251
16,32,253
17,31,252
16,33,250
15,32,254
17,30,253
16,32,253
15,33,251
17,30,253
18,31,254
20,32,248
17,33,250
17,31,253
16,31,253
16,34,248
16,32,251
18,31,252
17,31,250
19,32,249
18,33,252
17,32,250
16,29,256
17,31,252
16,32,250
17,31,251
16,32,248
16,33,252
16,31,253
16,32,250
16,31,250
18,32,249
17,32,247
16,29,256
17,31,253
17,33,248
17,31,253
18,31,252
18,31,251
16,31,251
16,31,254
17,32,250
17,31,252
17,32,252
16,31,253
17,29,254
17,32,250
16,33,252
16,31,252
18,30,252
16,32,251
17,32,251
16,33,250
17,31,253
17,32,250
18,31,251
17,32,251
17,33,249
16,32,252
17,31,253
17,33,251
16,32,252
18,31,253
16,31,253
19,33,251
